Module ID,Module SN,Lat,Lon,GMT Date,GMT Time,Tag Count,Client,Farm,Field,Variety,Machine PIN,Operator,Gin ID,Producer ID,Local Time,Field Area (Sq m),Season Total,Moisture (%),Diameter (cm),Weight (kg),Drop Lat,Drop Lon,Field Total,Incremental Area (Sq m),Local Date,Comment
3500B98806110B03D1DF2453,16405963859, 32.686722, -91.324087,2017/9/15,19:01:11,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,05:01:10,91678,14, 9.6,237,2355, 32.686620, -91.327405,14,6124,2017/9/16,                                                
3500B98806110A03D1DF2452,16405963858, 32.687065, -91.323096,2017/9/15,19:11:09,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,05:11:08,97996,15, 9.6,239,2332, 32.686928, -91.327415,15,6318,2017/9/16,                                                
3500B98806110903D1DF2451,16405963857, 32.687189, -91.322463,2017/9/15,19:21:58,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,05:21:58,104519,16, 9.6,239,2340, 32.687039, -91.327472,16,6523,2017/9/16,                                                
3500B98806110803D1DF2450,16405963856, 32.687462, -91.321993,2017/9/15,19:35:25,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,05:35:24,111179,17, 9.7,239,2334, 32.687314, -91.327035,17,6660,2017/9/16,                                                
3500B98806110703D1DF244F,16405963855, 32.687429, -91.321345,2017/9/15,19:45:23,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,05:45:22,117763,18, 9.6,239,2426, 32.687260, -91.327077,18,6584,2017/9/16,                                                
3500B98806110603D1DF244E,16405963854, 32.687531, -91.321361,2017/9/15,19:53:51,1,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,05:53:50,124243,19, 9.6,239,0, 32.687628, -91.321668,19,6480,2017/9/16,                                                
3500B98806110503D1DF244D,16405963853, 32.687719, -91.322112,2017/9/15,20:03:15,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,06:03:14,130744,20, 9.7,238,0, 32.687752, -91.320995,20,6501,2017/9/16,                                                
3500B98806110403D1DF244C,16405963852, 32.687917, -91.322447,2017/9/15,20:12:18,2,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,06:12:18,137046,21,10.0,237,2317, 32.687959, -91.321011,21,6302,2017/9/16,                                                
3500B98806110303D1DF244B,16405963851, 32.688143, -91.321863,2017/9/15,20:20:49,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,06:20:48,143427,22, 9.8,238,0, 32.688239, -91.322120,22,6381,2017/9/16,                                                
3500B98806110203D1DF244A,16405963850, 32.688501, -91.325855,2017/9/15,20:32:31,3,Herrington,Bell,1,312,1N0C690PPH4065094       , ,28026                   ,                        ,06:32:30,150121,23,10.2,217,1994, 32.688534, -91.323050,23,6694,2017/9/16,                                                
3500B98806110103D1DF2449,16405963849, 32.728555, -91.321363,2017/9/15,21:13:52,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,07:13:52,9309,24,10.1,237,2351, 32.728628, -91.316464,1,9309,2017/9/16,                                                
3500B98806111803D1DF2478,16405963896, 32.728480, -91.315896,2017/9/15,21:34:04,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,07:34:02,18340,25,10.3,237,0, 32.728466, -91.316893,2,9031,2017/9/16,                                                
3500B98806111703D1DF2477,16405963895, 32.728151, -91.320340,2017/9/15,21:49:10,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,07:49:10,27740,26,10.4,238,2432, 32.728208, -91.316644,3,9400,2017/9/16,                                                
3500B98806111603D1DF2476,16405963894, 32.727868, -91.318525,2017/9/15,22:02:06,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,08:02:06,36985,27,10.5,239,2428, 32.727825, -91.321296,4,9245,2017/9/16,                                                
3500B98806111503D1DF2475,16405963893, 32.727482, -91.316518,2017/9/15,23:26:24,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,09:26:22,46602,28,10.8,236,0, 32.727465, -91.317675,5,9617,2017/9/16,                                                
3500B98806111403D1DF2474,16405963892, 32.726264, -91.317609,2017/9/15,23:40:35,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,09:40:34,55845,29,11.2,237,2505, 32.726157, -91.317839,6,9243,2017/9/16,                                                
3500B98806111303D1DF2473,16405963891, 32.725567, -91.318783,2017/9/15,23:56:28,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,09:56:27,65650,30,11.5,238,2511, 32.725529, -91.321253,7,9805,2017/9/16,                                                
3500B98806111203D1DF2472,16405963890, 32.725134, -91.319835,2017/9/16,00:11:51,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,10:11:51,74679,31,11.8,238,2523, 32.725111, -91.321263,8,9029,2017/9/16,                                                
3500B98806111103D1DF2471,16405963889, 32.724605, -91.320211,2017/9/16,00:27:24,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,10:27:23,84435,32,12.0,238,2561, 32.724631, -91.318516,9,9756,2017/9/16,                                                
3500B98806111003D1DF2470,16405963888, 32.724194, -91.319734,2017/9/16,00:40:28,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,10:40:27,92892,33,12.6,239,2620, 32.724227, -91.317569,10,8457,2017/9/16,                                                
3500B98806110F03D1DF246F,16405963887, 32.723520, -91.318675,2017/9/16,00:58:39,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,10:58:37,101917,34,12.9,237,0, 32.723806, -91.318803,11,9025,2017/9/16,                                                
3500B98806110E03D1DF246E,16405963886, 32.723713, -91.319853,2017/9/16,01:14:18,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,11:14:17,110064,35,13.1,239,0, 32.723672, -91.319975,12,8147,2017/9/16,                                                
3500B98806110D03D1DF246D,16405963885, 32.724164, -91.320912,2017/9/16,01:30:42,3,Herrington,Bell,2,312,1N0C690PPH4065094       , ,28026                   ,                        ,11:30:41,117861,36,13.2,228,2438, 32.724181, -91.318158,13,7797,2017/9/16,                                                
3500B98806110C03D1DF246C,16405963884, 32.756747, -91.214116,2017/9/19,19:48:52,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,02:48:50,7185,37, 0.0,239,2418, 32.756778, -91.210415,1,7185,2017/9/20,                                                
3500B98806110B03D1DF246B,16405963883, 32.756914, -91.217778,2017/9/19,19:59:31,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,02:59:30,14024,38, 0.0,236,2355, 32.756975, -91.210380,2,6839,2017/9/20,                                                
3500B98806110A03D1DF246A,16405963882, 32.757038, -91.214674,2017/9/19,20:08:07,2,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,03:08:06,20380,39, 0.0,236,2301, 32.757173, -91.210389,3,6356,2017/9/20,                                                
3500B98806110903D1DF2469,16405963881, 32.757318, -91.210822,2017/9/19,20:17:51,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,03:17:50,27140,40, 0.0,239,0, 32.757308, -91.212096,4,6760,2017/9/20,                                                
3500B98806110803D1DF2468,16405963880, 32.757394, -91.213579,2017/9/19,20:27:45,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,03:27:44,33981,41, 0.0,237,2311, 32.757420, -91.210376,5,6841,2017/9/20,                                                
3500B98806110703D1DF2467,16405963879, 32.757711, -91.216974,2017/9/19,20:38:48,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,03:38:48,40991,42, 0.0,239,2403, 32.757765, -91.210303,6,7010,2017/9/20,                                                
3500B98806110603D1DF2466,16405963878, 32.757819, -91.215816,2017/9/19,20:47:28,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,03:47:27,47542,43, 0.0,237,2380, 32.757797, -91.218548,7,6551,2017/9/20,                                                
3500B98806110503D1DF2465,16405963877, 32.758033, -91.214051,2017/9/19,20:58:19,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,03:58:19,55304,44, 0.0,239,2446, 32.757994, -91.218596,8,7762,2017/9/20,                                                
3500B98806110403D1DF2464,16405963876, 32.758130, -91.214188,2017/9/19,21:14:11,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,04:14:11,63302,45, 0.0,238,2389, 32.758098, -91.217874,9,7998,2017/9/20,                                                
3500B98806110303D1DF2463,16405963875, 32.758215, -91.216031,2017/9/19,21:25:11,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,04:25:11,71358,46, 0.0,238,2432, 32.758192, -91.217919,10,8056,2017/9/20,                                                
3500B98806110203D1DF2462,16405963874, 32.758366, -91.215407,2017/9/19,21:38:30,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,04:38:31,80446,47, 0.0,238,2417, 32.758402, -91.211105,11,9088,2017/9/20,                                                
3500B98806110103D1DF2461,16405963873, 32.758489, -91.212616,2017/9/19,21:50:18,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,04:50:19,88923,48, 0.0,239,2478, 32.758506, -91.210982,12,8477,2017/9/20,                                                
3500B98806111803D1DF24D9,16405963993, 32.758636, -91.213014,2017/9/19,22:08:37,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,05:08:37,97873,49, 0.0,239,2451, 32.758532, -91.218602,13,8950,2017/9/20,                                                
3500B98806111703D1DF24D8,16405963992, 32.758709, -91.216130,2017/9/19,22:21:45,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,05:21:45,106729,50, 0.0,239,2416, 32.758789, -91.210624,14,8856,2017/9/20,                                                
3500B98806111603D1DF24D7,16405963991, 32.758846, -91.217718,2017/9/19,22:37:57,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,05:37:57,116985,51, 0.0,236,2373, 32.758905, -91.210472,15,10256,2017/9/20,                                                
3500B98806111503D1DF24D6,16405963990, 32.759066, -91.210263,2017/9/19,22:53:00,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,05:53:01,125730,52, 0.0,237,0, 32.759495, -91.210888,16,8745,2017/9/20,                                                
3500B98806111403D1DF24D5,16405963989, 32.759738, -91.217130,2017/9/19,23:18:17,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,06:18:17,138805,53, 0.0,238,2532, 32.759776, -91.218614,17,13075,2017/9/20,                                                
3500B98806111303D1DF24D4,16405963988, 32.760285, -91.217075,2017/9/19,23:40:19,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,06:40:19,149888,54, 0.0,237,2493, 32.760273, -91.218594,18,11083,2017/9/20,                                                
3500B98806111203D1DF24D3,16405963987, 32.760768, -91.218522,2017/9/19,23:55:57,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,06:55:57,159788,55, 0.0,237,2517, 32.760866, -91.218626,19,9900,2017/9/20,                                                
3500B98806111103D1DF24D2,16405963986, 32.761364, -91.218070,2017/9/20,00:22:47,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,07:22:45,171999,56, 0.0,238,0, 32.761412, -91.218240,20,12211,2017/9/20,                                                
3500B98806111003D1DF24D1,16405963985, 32.760931, -91.210307,2017/9/20,00:46:55,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,07:46:53,184999,57, 0.0,239,0, 32.761025, -91.211184,21,13000,2017/9/20,                                                
3500B98806110F03D1DF24D0,16405963984, 32.761320, -91.211216,2017/9/20,01:01:16,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,08:01:15,194503,58, 0.0,238,0, 32.761422, -91.210877,22,9504,2017/9/20,                                                
3500B98806110E03D1DF24CF,16405963983, 32.761749, -91.213086,2017/9/20,01:20:03,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,08:20:01,204511,59, 0.0,237,2715, 32.761771, -91.210499,23,10008,2017/9/20,                                                
3500B98806110D03D1DF24CE,16405963982, 32.761521, -91.213926,2017/9/20,01:35:29,3,Condrey Farms,Hollybrook,hb4,4949,1N0C690PPH4065094       , ,28026                   ,                        ,08:35:29,213759,60, 0.0,231,2614, 32.761555, -91.210516,24,9248,2017/9/20,                                                
